geo,xora,proorismos,proorismos_onoma,imerominia,evro_ana_taxidi,evro_ana_nyxta,nyxtes_ana_taxidi,kratos_melos,xora_krisis,einai_ellada,einai_ee,omada_xrwmatos
PT,Πορτογαλία,FOR,Εξωτερικό,2022-01-01,755.06,102.27,7.4,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2023-01-01,755.8,111.0,6.8,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2024-01-01,884.63,124.15,7.1,True,True,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2012-01-01,427.15,38.69,11.0,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2013-01-01,369.07,39.51,9.3,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2014-01-01,363.47,38.24,9.5,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2015-01-01,389.01,45.89,8.5,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2016-01-01,374.58,46.17,8.1,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2017-01-01,471.02,58.43,8.1,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2018-01-01,418.75,59.55,7.0,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2019-01-01,453.6,63.28,7.2,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2020-01-01,443.3,60.39,7.3,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2021-01-01,544.65,74.28,7.3,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2022-01-01,730.14,108.37,6.7,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2023-01-01,692.06,101.99,6.8,True,False,False,False,Υπόλοιπες
RO,Ρουμανία,FOR,Εξωτερικό,2024-01-01,733.41,118.81,6.2,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2014-01-01,588.89,75.3,7.8,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2015-01-01,645.96,91.99,7.0,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2016-01-01,508.79,59.93,8.5,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2017-01-01,1479.65,162.29,9.1,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2018-01-01,1504.05,180.56,8.3,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2019-01-01,1341.25,166.84,8.0,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2020-01-01,1174.72,123.4,9.5,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2021-01-01,1119.51,118.19,9.5,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2022-01-01,1242.52,146.63,8.5,True,False,False,False,Υπόλοιπες
SE,Σουηδία,FOR,Εξωτερικό,2024-01-01,1466.67,154.43,9.5,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2012-01-01,282.96,48.39,5.8,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2013-01-01,257.69,47.63,5.4,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2014-01-01,263.76,48.32,5.5,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2015-01-01,277.75,46.42,6.0,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2016-01-01,283.26,46.41,6.1,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2017-01-01,272.76,48.69,5.6,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2018-01-01,302.5,52.54,5.8,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2019-01-01,300.06,54.71,5.5,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2020-01-01,201.43,30.39,6.6,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2021-01-01,415.87,68.44,6.1,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2022-01-01,425.25,72.54,5.9,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2023-01-01,473.03,88.58,5.3,True,False,False,False,Υπόλοιπες
SI,Σλοβενία,FOR,Εξωτερικό,2024-01-01,477.33,92.23,5.2,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2012-01-01,601.13,76.15,7.9,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2013-01-01,504.71,68.29,7.4,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2014-01-01,478.16,72.8,6.6,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2015-01-01,550.5,73.38,7.5,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2016-01-01,482.8,74.28,6.5,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2017-01-01,454.29,73.76,6.2,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2018-01-01,449.47,71.68,6.3,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2019-01-01,470.04,75.15,6.3,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2020-01-01,354.49,65.14,5.4,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2021-01-01,444.86,74.06,6.0,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2022-01-01,533.38,96.5,5.5,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2023-01-01,619.56,105.66,5.9,True,False,False,False,Υπόλοιπες
SK,Σλοβακία,FOR,Εξωτερικό,2024-01-01,683.22,118.13,5.8,True,False,False,False,Υπόλοιπες
